episode,reward,cost,feasible,latency_s,ppl_hat,candidate_reward,candidate_feasible,temperature,entropy_coef,hard_batch_fraction,state_weight_mean,state_weight_max,policy_loss,loss,replay_loss,buffer
1,-0.29015037417411804,0.29015037417411804,1.0,2.6066641807556152,33.24110412597656,-0.37203770875930786,0.99951171875,1.2,0.02,0.5,1.4651761054992676,3.9482614994049072,-1.8514535427093506,-1.895357370376587,0.4604584276676178,1312
2,-0.27719977498054504,0.27719977498054504,1.0,2.5933752059936523,32.260581970214844,-0.40097516775131226,0.9984130859375,1.1981508974408706,0.01994244629676505,0.5,1.3125698566436768,2.420929193496704,-2.3173789978027344,-2.3681695461273193,0.28965193033218384,1952
3,-0.3131648898124695,0.3131648898124695,1.0,2.8088417053222656,33.507568359375,-0.47942885756492615,0.998291015625,1.1963046441986362,0.0198850582149679,0.5,1.3435219526290894,2.819687843322754,-4.447155952453613,-4.527238368988037,0.22790664434432983,2592
4,-0.28057998418807983,0.28057998418807983,1.0,2.520264148712158,33.239784240722656,-0.4011043310165405,0.9998779296875,1.1944612358827313,0.019827835278002203,0.5,1.3083796501159668,3.9482614994049072,-4.0009379386901855,-4.081170558929443,0.1944381147623062,3232
5,-0.2444484531879425,0.2444484531879425,1.0,2.308596611022949,31.90170669555664,-0.3343961238861084,0.9991455078125,1.192620668109355,0.01977077701063312,0.5,1.3401603698730469,2.48532772064209,-2.983581304550171,-3.0503337383270264,0.19275444746017456,3872
6,-0.2895422577857971,0.2895422577857971,1.0,2.6629719734191895,32.72488021850586,-0.36790838837623596,1.0,1.1907829365014617,0.019713882938993402,0.5,1.3839868307113647,2.819687843322754,-2.717008590698242,-2.770789384841919,0.20700575411319733,4512
7,-0.30537542700767517,0.30537542700767517,1.0,2.6935009956359863,33.88360595703125,-0.4290984869003296,0.994384765625,1.1889480366887515,0.019657152590579433,0.5,1.3604477643966675,3.6836624145507812,-2.183199882507324,-2.2316038608551025,0.1928534358739853,5152
8,-0.2781960964202881,0.2781960964202881,1.0,2.5102856159210205,33.059120178222656,-0.35127878189086914,0.999755859375,1.1871159643076572,0.019600585494247317,0.5,1.303945779800415,2.4810237884521484,-2.5644636154174805,-2.611055374145508,0.17361502349376678,5792
9,-0.2811511754989624,0.2811511754989624,1.0,2.5441486835479736,33.015472412109375,-0.3694075345993042,0.999755859375,1.1852867150013366,0.019544181180208956,0.5,1.3578486442565918,2.77083420753479,-2.440091848373413,-2.490750551223755,0.17103543877601624,6432
10,-0.29008063673973083,0.29008063673973083,1.0,2.53821063041687,33.93140411376953,-0.3688622713088989,1.0,1.183460284419661,0.019487939180028162,0.5,1.2809512615203857,2.4810237884521484,-2.9977316856384277,-3.0476796627044678,0.15213271975517273,7072
11,-0.29623737931251526,0.29623737931251526,1.0,2.650482654571533,33.41462707519531,-0.36832907795906067,0.9996337890625,1.1816366682192039,0.019431859026616757,0.5,1.3097063302993774,2.77083420753479,-2.3257012367248535,-2.3716578483581543,0.1434006541967392,7712
12,-0.27247554063796997,0.27247554063796997,1.0,2.5213475227355957,32.46891784667969,-0.4024258553981781,0.994384765625,1.1798158620632326,0.01937594025423069,0.5,1.3755240440368652,2.819687843322754,-2.6525330543518066,-2.703648090362549,0.15102611482143402,8352
13,-0.2735188603401184,0.2735188603401184,1.0,2.48625111579895,32.91918182373047,-0.37804490327835083,0.99462890625,1.177997861621697,0.019320182398466185,0.5,1.3556537628173828,3.9482614994049072,-2.546334743499756,-2.5957207679748535,0.13926389813423157,8992
14,-0.2710585594177246,0.2710585594177246,1.0,2.442996025085449,33.10694885253906,-0.35196903347969055,0.9993896484375,1.176182662571219,0.019264584996255864,0.5,1.3656749725341797,3.6836624145507812,-2.0572736263275146,-2.1027820110321045,0.15220007300376892,9632
15,-0.28043392300605774,0.28043392300605774,1.0,2.570765495300293,32.78679656982422,-0.34067800641059875,1.0,1.1743702605950823,0.01920914758586491,0.5,1.3290302753448486,2.4810237884521484,-2.1858327388763428,-2.225015640258789,0.14654982089996338,10272
16,-0.26327723264694214,0.26327723264694214,1.0,2.4105801582336426,32.653587341308594,-0.3297520875930786,0.999267578125,1.1725606513832225,0.01915386970688725,0.5,1.3911809921264648,3.9482614994049072,-1.8541076183319092,-1.893852710723877,0.15375517308712006,10912
17,-0.2680761516094208,0.2680761516094208,1.0,2.4857661724090576,32.42020034790039,-0.3300730288028717,0.9998779296875,1.1707538306322165,0.019098750900241695,0.5,1.484475016593933,3.9482614994049072,-1.9281257390975952,-1.9685957431793213,0.14682221412658691,11552
18,-0.2811722159385681,0.2811722159385681,1.0,2.4830832481384277,33.56287384033203,-0.34635984897613525,0.999755859375,1.1689497940452727,0.019043790708168157,0.5,1.292399287223816,2.2584588527679443,-2.018908977508545,-2.056614398956299,0.1369270384311676,12192
19,-0.2548741102218628,0.2548741102218628,1.0,2.4102072715759277,31.928672790527344,-0.30390533804893494,0.999755859375,1.1671485373322203,0.01898898867422384,0.5,1.2789174318313599,2.5648791790008545,-2.4837522506713867,-2.5296404361724854,0.14509402215480804,12832
20,-0.2740388512611389,0.2740388512611389,1.0,2.570294141769409,32.21711730957031,-0.3368220627307892,1.0,1.1653500562094994,0.01893434434327943,0.5,1.2916460037231445,2.77083420753479,-2.1084342002868652,-2.1508851051330566,0.13704583048820496,13472
21,-0.2784465551376343,0.2784465551376343,1.0,2.5610134601593018,32.68020248413086,-0.32774174213409424,1.0,1.1635543464001505,0.018879857261515358,0.5,1.4041192531585693,3.9482614994049072,-2.259711503982544,-2.3007991313934326,0.14087769389152527,14112
