episode,reward,cost,feasible,latency_s,ppl_hat,candidate_reward,candidate_feasible,temperature,entropy_coef,policy_loss,loss,replay_loss,buffer
27,-0.6598123908042908,0.6598123908042908,1.0,2.7908859252929688,60.13911056518555,-131.89303588867188,1.0,1.1621290993833466,0.018836663069295906,-1.1456663608551025,-1.182146668434143,0.10375182330608368,1728
28,-0.6994826793670654,0.6994826793670654,1.0,2.840114116668701,62.815704345703125,-39829.4140625,1.0,1.160696639576447,0.01879329662990939,-0.49652647972106934,-0.5319451093673706,0.09386475384235382,1792
29,-1.7137222290039062,1.7137222290039062,1.0,2.729951858520508,141.79107666015625,-3251.5361328125,0.9951171875,1.1592659454435155,0.018750030030290573,-0.8102556467056274,-0.8479250073432922,0.10417772084474564,1856
30,-0.5697070360183716,0.5697070360183716,1.0,2.6415529251098633,54.34861373901367,-487.28375244140625,0.9990234375,1.1578370148081527,0.01870686304058477,-0.6772675514221191,-0.7195935845375061,0.09672309458255768,1920
31,-0.6856932044029236,0.6856932044029236,1.0,2.6859445571899414,62.941070556640625,-5110.66015625,1.0,1.156409845496642,0.018663795431466478,-0.49958932399749756,-0.5391096472740173,0.09675796329975128,1984
32,-1.4108349084854126,1.4108349084854126,1.0,2.768610954284668,118.16191864013672,-6830.5,0.9990234375,1.1549844353379461,0.018620826974138156,-1.000044345855713,-1.039717197418213,0.09923575818538666,2048
33,-19.868579864501953,19.868579864501953,1.0,2.8241071701049805,1539.5335693359375,-3990.079833984375,1.0,1.1535607821637042,0.018577957440329,-1.5583350658416748,-1.592490553855896,0.0928359404206276,2112
34,-202.1979522705078,202.1979522705078,1.0,2.80437970161438,15584.5078125,-30807.279296875,0.9990234375,1.152138883808227,0.01853518660229376,-0.8707360029220581,-0.9037622809410095,0.10208620131015778,2176
35,-2.399960994720459,332.5058288574219,0.984375,2.934424877166748,25621.111328125,-120925.1328125,0.99609375,1.150718738108496,0.01849251423281148,-0.3054278492927551,-0.33432304859161377,0.11207906156778336,2240
36,-12.9390230178833,848.6430053710938,0.984375,3.242623805999756,65376.76171875,-13518.1943359375,0.9970703125,1.1493003429041582,0.01844994010518435,-0.6831830739974976,-0.7112888693809509,0.11164882034063339,2304
37,-129.9500274658203,134480.71875,0.984375,3.183880567550659,10359046.0,-22186.099609375,0.97265625,1.1478836960375236,0.018407463993236447,-0.8325355648994446,-0.8624532222747803,0.10743182897567749,2368
38,-0.4555984139442444,0.4555984139442444,1.0,2.600795030593872,45.87278747558594,-5208.5087890625,1.0,1.146468795353562,0.01836508567131257,-0.2282905876636505,-0.2610630691051483,0.10223634541034698,2432
39,-4.074314117431641,2060.4990234375,0.96875,3.666337013244629,158722.6875,-1534.884765625,0.974609375,1.1450556386998991,0.018322804914277034,-0.9639788866043091,-0.9988565444946289,0.1088995635509491,2496
40,-0.5285508632659912,0.5285508632659912,1.0,2.766948699951172,50.21242904663086,-587.7032470703125,0.9990234375,1.1436442239268145,0.01828062149751246,-0.6166967153549194,-0.6516376733779907,0.1080978661775589,2560
41,-0.4393370747566223,0.4393370747566223,1.0,2.5856595039367676,44.73677062988281,-39.74391174316406,1.0,1.1422345488872363,0.018238535196918596,-1.2416183948516846,-1.2760587930679321,0.1051638275384903,2624
42,-2.6980040073394775,158736.78125,0.984375,3.0801587104797363,12227492.0,-486.0379638671875,0.998046875,1.1408266114367402,0.018196545788911122,-0.6560018062591553,-0.6958972811698914,0.11341972649097443,2688
43,-2.3290135860443115,105936.6953125,0.984375,2.9630396366119385,8160306.5,-108837.4296875,0.9970703125,1.1394204094335447,0.018154653050420452,-0.7335351705551147,-0.7725342512130737,0.11393283307552338,2752
44,-1.1836462020874023,1.1836462020874023,1.0,2.7056684494018555,101.14640808105469,-5005.806640625,1.0,1.1380159407385082,0.018112856758890582,-0.691582202911377,-0.7277175188064575,0.10930801928043365,2816
45,-0.7242898941040039,0.7242898941040039,1.0,2.7752575874328613,65.2261962890625,-628.8434448242188,0.998046875,1.1366132032151264,0.018071156692277858,-1.2720568180084229,-1.3092520236968994,0.1060687005519867,2880
46,-19.259479522705078,19.259479522705078,1.0,2.8324549198150635,1492.5501708984375,-99.31714630126953,1.0,1.1352121947295277,0.018029552629049834,-0.8127822875976562,-0.8445844650268555,0.10252372920513153,2944
47,-2.016401767730713,2.016401767730713,1.0,2.9131298065185547,163.69546508789062,-19531.912109375,0.9990234375,1.1338129131504713,0.01798804434818409,-0.7841585278511047,-0.8148217797279358,0.10879109054803848,3008
48,-260.7890930175781,260.7890930175781,1.0,2.860806465148926,20097.341796875,-324268.34375,1.0,1.1324153563493433,0.017946631629167046,-0.7760316729545593,-0.8079938292503357,0.11322478204965591,3072
49,-1.814049243927002,1.814049243927002,1.0,2.7522921562194824,149.34718322753906,-2433.669921875,1.0,1.1310195222001538,0.017905314251992793,-0.8508085012435913,-0.8808157444000244,0.09924991428852081,3136
50,-1.0104823112487793,1.0104823112487793,1.0,2.693380355834961,87.90226745605469,-69342.3671875,0.9990234375,1.1296254085795325,0.01786409199716193,-0.6971990466117859,-0.7285969853401184,0.10258115828037262,3200
51,-11.091950416564941,11.091950416564941,1.0,2.7374231815338135,864.1378173828125,-326034.75,0.9951171875,1.1282330133667273,0.017822964645680405,-1.2657010555267334,-1.2952594757080078,0.11274935305118561,3264
52,-2.406313896179199,2.406313896179199,1.0,2.725534677505493,195.17543029785156,-3608.6298828125,0.9970703125,1.1268423344436003,0.017781931979058318,-0.6855300664901733,-0.7166599035263062,0.10891678184270859,3328
53,-37.88376998901367,37.88376998901367,1.0,2.801319122314453,2927.41796875,-8652.228515625,1.0,1.1254533696946236,0.017740993779308812,-0.6100281476974487,-0.6426764130592346,0.10828963667154312,3392
54,-1.4445444345474243,1.4445444345474243,1.0,2.714566469192505,121.17487335205078,-1837.1861572265625,1.0,1.1240661170068778,0.01770014982894687,-0.6054182052612305,-0.6366571187973022,0.10508625954389572,3456
55,-0.653260350227356,0.653260350227356,1.0,2.661325454711914,60.632408142089844,-193.5951385498047,0.9990234375,1.122680574270047,0.01765939991098818,-0.755915641784668,-0.7917011380195618,0.11091320216655731,3520
56,-0.5308030247688293,0.5308030247688293,1.0,2.728869915008545,50.679237365722656,-683.0620727539062,0.9990234375,1.1212967393764175,0.01761874380894798,-0.9582931995391846,-0.9928007125854492,0.10775099694728851,3584
57,-3.756554365158081,3.756554365158081,1.0,2.714862108230591,299.2666015625,-4866.0029296875,0.9970703125,1.119914610220873,0.01757818130683991,-1.260905146598816,-1.294987440109253,0.11448046565055847,3648
58,-0.9606422185897827,0.9606422185897827,1.0,2.778212547302246,83.40963745117188,-113.04881286621094,0.99609375,1.1185341847008923,0.01753771218917486,-0.7535650730133057,-0.7883033156394958,0.11022988706827164,3712
59,-4.434929847717285,92.9355239868164,0.984375,2.8902010917663574,7167.36669921875,-6844.916015625,0.986328125,1.1171554607165453,0.01749733624095982,-0.892757773399353,-0.9263258576393127,0.11378297209739685,3776
60,-1.9624769687652588,1.9624769687652588,1.0,2.714228630065918,161.07376098632812,-455.72442626953125,1.0,1.115778436170491,0.017457053247696756,-0.3748421370983124,-0.4061307907104492,0.1107172816991806,3840
61,-60.36851119995117,60.36851119995117,1.0,2.661689043045044,4660.4921875,-16466.2421875,0.994140625,1.114403108967973,0.01741686299538145,-1.006105899810791,-1.0400574207305908,0.10393114387989044,3904
62,-3.1583263874053955,3.1583263874053955,1.0,2.7505943775177,252.9098663330078,-50339.48828125,0.9990234375,1.1130294770168174,0.017376765270502373,-0.44445982575416565,-0.4753478765487671,0.11204973608255386,3968
63,-2.2875277996063232,482981.0,0.984375,2.974872589111328,37204004.0,-5046.1298828125,0.9765625,1.1116575382274287,0.017336759860039554,-0.4247307777404785,-0.45803776383399963,0.1087726429104805,4032
64,-1.39851975440979,1.39851975440979,1.0,2.6586036682128906,118.06067657470703,-297.283447265625,0.9892578125,1.1102872905127879,0.017296846551463445,-0.7197627425193787,-0.7524126172065735,0.10995284467935562,4096
65,-1.0881274938583374,1.0881274938583374,1.0,2.6599302291870117,94.14094543457031,-6973.58203125,1.0,1.1089187317884472,0.017257025132733788,-0.9139423370361328,-0.9453769326210022,0.11284193396568298,4160
66,-1.9113026857376099,1.9113026857376099,1.0,2.766934633255005,156.725830078125,-8868.4677734375,1.0,1.1075518599725294,0.01721729539229849,-1.0128045082092285,-1.0429236888885498,0.10566409677267075,4224
67,-1.5323352813720703,1.5323352813720703,1.0,2.627913475036621,128.60487365722656,-19899.171875,1.0,1.1061866729857226,0.017177657119092502,-0.8553098440170288,-0.8852211236953735,0.1101226657629013,4288
68,-0.8907328248023987,0.8907328248023987,1.0,2.7047042846679688,78.59075927734375,-329.5865173339844,1.0,1.1048231687512784,0.017138110102536703,-0.481501966714859,-0.5099081993103027,0.10803478956222534,4352
69,-0.5550280809402466,0.5550280809402466,1.0,2.6095058917999268,53.46474838256836,-2550.50244140625,1.0,1.1034613451950077,0.01709865413253676,-0.7426841259002686,-0.7753249406814575,0.10749460011720657,4416
70,-0.450929194688797,0.450929194688797,1.0,2.676605701446533,44.92914962768555,-192.8605194091797,1.0,1.1021012002452788,0.017059288999482048,-0.42504656314849854,-0.4574725925922394,0.10194683820009232,4480
71,-5.142802715301514,5.142802715301514,1.0,2.648599147796631,406.5596618652344,-86322.546875,1.0,1.100742731833013,0.017020014494244493,-1.0629743337631226,-1.0940948724746704,0.1155596673488617,4544
72,-701.1571655273438,701.1571655273438,1.0,2.7241625785827637,54019.91796875,-613845.0,1.0,1.0993859378916822,0.016980830408177498,-0.7169705629348755,-0.7510399222373962,0.11249430477619171,4608
73,-26.720809936523438,26.720809936523438,1.0,2.8049445152282715,2067.5078125,-46544.04296875,0.9990234375,1.098030816357305,0.01694173653311481,-1.231319785118103,-1.2632161378860474,0.11083266884088516,4672
74,-0.8485190272331238,0.8485190272331238,1.0,2.7128636837005615,75.27617645263672,-3338.51513671875,1.0,1.0966773651684452,0.016902732661369435,-0.5818178653717041,-0.6122835278511047,0.11493755877017975,4736
75,-0.4014553129673004,0.4014553129673004,1.0,2.6235198974609375,41.527099609375,-88074.25,1.0,1.0953255822662065,0.016863818585732517,-1.0140297412872314,-1.0450265407562256,0.10064367949962616,4800
76,-0.4100182354450226,0.4100182354450226,1.0,2.6271438598632812,42.15878677368164,-1487.38134765625,1.0,1.0939754655942309,0.016824994099472235,-0.08054934442043304,-0.11484245210886002,0.11356542259454727,4864
77,-152.13169860839844,152.13169860839844,1.0,2.6964378356933594,11728.7373046875,-442.0534973144531,1.0,1.0926270130986953,0.01678625899633273,-0.746656060218811,-0.7774587273597717,0.1158485859632492,4928
78,-4.085779666900635,4.085779666900635,1.0,2.6788601875305176,324.90411376953125,-9038.865234375,0.9951171875,1.0912802227283076,0.016747613070532987,-0.5989992618560791,-0.6353161931037903,0.10526188462972641,4992
79,-1284.6552734375,1284.6552734375,1.0,2.865485906600952,98965.6640625,-1888.3238525390625,1.0,1.0899350924343048,0.016709056116765736,-0.9802588820457458,-1.0107271671295166,0.11099226772785187,5056
80,-0.560449481010437,0.560449481010437,1.0,2.6955575942993164,53.219505310058594,-8653.8232421875,1.0,1.0885916201704486,0.01667058793019639,-0.9794756174087524,-1.0086480379104614,0.1153455451130867,5120
81,-14.157760620117188,14.157760620117188,1.0,2.752408504486084,1100.1817626953125,-11674.328125,1.0,1.0872498038930236,0.01663220830646192,-1.1885228157043457,-1.2164812088012695,0.12070885300636292,5184
82,-0.9989312887191772,0.9989312887191772,1.0,2.668738842010498,87.20231628417969,-4577.732421875,0.9990234375,1.0859096415608327,0.016593917041669813,-1.0894887447357178,-1.1188664436340332,0.10992772877216339,5248
83,-28.667552947998047,54.0591926574707,0.984375,2.873878002166748,4172.8505859375,-12926.3115234375,0.9990234375,1.0845711311351958,0.01655571393239695,-1.0278996229171753,-1.0569772720336914,0.1182178482413292,5312
84,-7.173415184020996,7.173415184020996,1.0,2.782299518585205,561.9476928710938,-4999.69287109375,1.0,1.083234270579945,0.016517598775688536,-0.5424535870552063,-0.5692347288131714,0.11631745845079422,5376
85,-2.8039324283599854,15.170654296875,0.984375,3.1709232330322266,1174.98095703125,-749.3853759765625,0.9990234375,1.081899057861422,0.016479571369057037,-0.8605772256851196,-0.8886517882347107,0.11491038650274277,5440
86,-38.98877716064453,38.98877716064453,1.0,2.626082181930542,3013.88671875,-7084.32568359375,0.9912109375,1.0805654909484763,0.01644163151048108,-0.8244122266769409,-0.8555974364280701,0.11158249527215958,5504
87,-1.8292319774627686,1.8292319774627686,1.0,2.586102247238159,151.796875,-4026.016357421875,0.9873046875,1.07923356781246,0.01640377899840441,-0.8605629801750183,-0.8895683884620667,0.10260980576276779,5568
88,-4.315751075744629,4.315751075744629,1.0,2.7011876106262207,342.4468078613281,-730.2877197265625,0.9970703125,1.077903286427226,0.016366013631734785,-1.038146734237671,-1.068118691444397,0.11257100105285645,5632
89,-3.6664443016052246,118132.3984375,0.984375,2.9371581077575684,9099740.0,-1412.2176513671875,0.984375,1.0765746447691251,0.016328335209842938,-0.6758714914321899,-0.7066220641136169,0.11764127016067505,5696
90,-2.348463535308838,2.348463535308838,1.0,2.8800601959228516,189.5288848876953,-2533.2744140625,1.0,1.075247640817002,0.016290743532561488,-0.6837509870529175,-0.7125616073608398,0.11497804522514343,5760
91,-3.28722882270813,50.1657600402832,0.984375,2.924713134765625,3872.54833984375,-978.7572021484375,0.99609375,1.0739222725521926,0.01625323840018389,-0.5638441443443298,-0.5921551585197449,0.10860294103622437,5824
92,-0.9732308387756348,0.9732308387756348,1.0,2.646263599395752,85.395751953125,-25275.630859375,1.0,1.0725985379585217,0.016215819613463377,-0.6489323377609253,-0.6767732501029968,0.10880369693040848,5888
93,-4271.703125,4271.703125,1.0,2.856184959411621,329057.78125,-364720.3125,1.0,1.0712764350222987,0.01617848697361188,-0.9351698160171509,-0.9632117748260498,0.11482803523540497,5952
94,-0.591964066028595,0.591964066028595,1.0,2.784083843231201,54.96514892578125,-5539.193359375,0.9931640625,1.0699559617323153,0.016141240282299008,0.04522430896759033,0.017435584217309952,0.10451395809650421,6016
95,-0.8478377461433411,0.8478377461433411,1.0,2.801328420639038,74.54225158691406,-27120.59375,0.9970703125,1.0686371160798422,0.01610407934165095,-1.024587631225586,-1.055072546005249,0.10365946590900421,6080
96,-0.9701764583587646,0.9701764583587646,1.0,2.6594676971435547,85.05875396728516,-20142.607421875,0.9970703125,1.067319896058626,0.016067003954249467,-0.8226988315582275,-0.8564065098762512,0.1091112345457077,6144
97,-0.7927523851394653,0.7927523851394653,1.0,2.7302792072296143,70.8463134765625,-218.45777893066406,0.9990234375,1.0660042996648866,0.016030013923130814,-0.4922305941581726,-0.5293161273002625,0.1108265295624733,6208
98,-2.5026488304138184,4473.88232421875,0.984375,3.9397220611572266,344623.34375,-13284.1826171875,0.998046875,1.0646903248973136,0.015993109051784696,-0.7910274267196655,-0.8249320983886719,0.10876903682947159,6272
99,-1.6230911016464233,1.6230911016464233,1.0,2.784982681274414,134.38589477539062,-127898.7421875,1.0,1.0633779697570631,0.01595628914415325,-0.6016797423362732,-0.6300109624862671,0.10810419917106628,6336
100,-1.0322768688201904,1.0322768688201904,1.0,2.6271984577178955,90.09091186523438,-26.138153076171875,0.998046875,1.0620672322477556,0.01591955400462997,-1.1540158987045288,-1.1834020614624023,0.10884113609790802,6400
101,-0.6225185990333557,0.6225185990333557,1.0,2.596083402633667,58.766929626464844,-440.0032653808594,0.9990234375,1.060758110375472,0.015882903438058676,-1.1180274486541748,-1.1438140869140625,0.11453303694725037,6464
102,-1.2462084293365479,1.2462084293365479,1.0,2.58072829246521,106.92801666259766,-33160.59375,0.9990234375,1.0594506021487509,0.01584633724973251,-0.5153944492340088,-0.5393760800361633,0.12215319275856018,6528
103,-49.26881408691406,49.26881408691406,1.0,2.724956512451172,3804.995361328125,-1828.5982666015625,1.0,1.0581447055785858,0.015809855245392846,-0.7901162505149841,-0.8156604766845703,0.1284562051296234,6592
104,-0.5995345115661621,0.5995345115661621,1.0,2.7518420219421387,55.796661376953125,-184.518798828125,1.0,1.0568404186784217,0.015773457231228305,-0.6434614062309265,-0.666791558265686,0.12033083289861679,6656
105,-1.6021454334259033,1.6021454334259033,1.0,2.706712484359741,133.37535095214844,-4932.5908203125,1.0,1.0555377394641527,0.0157371430138737,-0.40630507469177246,-0.4309861660003662,0.1155349612236023,6720
106,-0.7607618570327759,0.7607618570327759,1.0,2.7098753452301025,68.53926849365234,-2167.47802734375,1.0,1.054236665954118,0.015700912400409016,-1.309175968170166,-1.3354933261871338,0.11378815025091171,6784
107,-0.8390999436378479,0.8390999436378479,1.0,2.671142578125,74.87199401855469,-13270.0546875,0.9990234375,1.0529371961690999,0.015664765198358396,-0.850235104560852,-0.8772934675216675,0.11003760248422623,6848
108,-1.5710339546203613,1.5710339546203613,1.0,2.7248787879943848,130.83889770507812,-121.5374755859375,1.0,1.0516393281323195,0.01562870121568909,-0.47145798802375793,-0.49908646941185,0.10886266082525253,6912
109,-0.7501846551895142,0.7501846551895142,1.0,2.7056589126586914,67.7569808959961,-11074.08984375,0.9951171875,1.0503430598694357,0.015592720260810466,-0.759807288646698,-0.7871605157852173,0.11151160299777985,6976
110,-0.750330924987793,0.750330924987793,1.0,2.6968846321105957,67.8358383178711,-22028.142578125,0.9951171875,1.0490483894085398,0.015556822142572977,-1.0350338220596313,-1.059896469116211,0.11659953743219376,7040
111,-2.6555287837982178,6034.560546875,0.984375,5.377009391784668,464831.1875,-13248.1826171875,0.990234375,1.0477553147801548,0.01552100667026714,-0.9735425710678101,-1.0043468475341797,0.10490749031305313,7104
112,-464.6733093261719,464.6733093261719,1.0,2.6426868438720703,35804.2109375,-965.6325073242188,1.0,1.0464638340172305,0.015485273653622542,-0.992189347743988,-1.02164888381958,0.11428383737802505,7168
113,-1.734230875968933,1.734230875968933,1.0,2.791499376296997,142.8967742919922,-25668.505859375,0.9970703125,1.0451739451551418,0.015449622902806806,-1.044196605682373,-1.0748683214187622,0.10915212333202362,7232
114,-2.0206027030944824,174009.21875,0.984375,2.907712459564209,13403927.0,-61687.75390625,0.978515625,1.0438856462316848,0.015414054228424599,-0.7760152816772461,-0.8040037155151367,0.11110693216323853,7296
115,-1.5249218940734863,1.5249218940734863,1.0,2.7533955574035645,127.06723022460938,-3742.093505859375,1.0,1.0425989352870748,0.015378567441516623,-1.1966298818588257,-1.2254467010498047,0.1117769181728363,7360
116,-5.5478339195251465,5.5478339195251465,1.0,2.6829380989074707,437.49468994140625,-141.8317108154297,1.0,1.0413138103639423,0.015343162353558605,-0.9452919960021973,-0.9701758623123169,0.12144218385219574,7424
117,-3030.356201171875,73465.984375,0.984375,3.2659788131713867,5659086.0,-159628.03125,0.99609375,1.0400302695073305,0.015307838776460296,-0.2756105661392212,-0.3018905818462372,0.1200772374868393,7488
118,-1107.0423583984375,1107.0423583984375,1.0,2.7346434593200684,85285.15625,-33449.87890625,1.0,1.0387483107646927,0.015272596522564488,-0.41745004057884216,-0.445374071598053,0.12012054771184921,7552
119,-0.815463125705719,0.815463125705719,1.0,2.8110504150390625,71.97355651855469,-72646.421875,1.0,1.0374679321858886,0.015237435404645993,-0.783782958984375,-0.8105582594871521,0.1046760305762291,7616
120,-37.25746154785156,8293.8212890625,0.96875,3.2565536499023438,638878.3125,-12597.373046875,0.984375,1.0361891318231817,0.015202355235910656,-0.9772964715957642,-1.0074409246444702,0.1281771957874298,7680
121,-1.617510437965393,1.617510437965393,1.0,2.7826318740844727,133.97410583496094,-6802.95556640625,1.0,1.0349119077312365,0.015167355829994381,-0.6535245180130005,-0.6798486113548279,0.1172698363661766,7744
122,-0.9218593835830688,0.9218593835830688,1.0,2.6958398818969727,81.05670928955078,-898.6580200195312,1.0,1.0336362579671152,0.015132437000962111,-0.9131061434745789,-0.939772367477417,0.10747016221284866,7808
123,-1.1341488361358643,1.1341488361358643,1.0,2.6545486450195312,97.7274169921875,-31859.67578125,1.0,1.032362180590275,0.015097598563306867,-1.0990461111068726,-1.1249219179153442,0.11977914720773697,7872
124,-0.4816851019859314,0.4816851019859314,1.0,2.705702781677246,47.07414245605469,-13057.17578125,0.9970703125,1.031089673662565,0.015062840331948744,-0.9045620560646057,-0.9289698004722595,0.12042295932769775,7936
125,-3.844282865524292,3.844282865524292,1.0,2.8883469104766846,304.6879577636719,-21404.416015625,0.998046875,1.0298187352482229,0.015028162122233934,-0.8085088729858398,-0.833004355430603,0.11666695028543472,8000
126,-0.6651687026023865,0.6651687026023865,1.0,2.6975793838500977,61.27044677734375,-1116.7264404296875,0.994140625,1.0285493634138732,0.014993563749933752,-1.0571224689483643,-1.0803390741348267,0.10641069710254669,8064
127,-2.029751777648926,201.3117218017578,0.984375,2.832451343536377,15516.0263671875,-12088482.0,0.994140625,1.0272815562285231,0.014959045031243645,-1.0817406177520752,-1.1066781282424927,0.1263333410024643,8128
128,-1.3501780033111572,1.3501780033111572,1.0,2.6647653579711914,114.28944396972656,-3853.99560546875,1.0,1.02601531176356,0.014924605782782221,-0.8861397504806519,-0.9106073975563049,0.11881023645401001,8192
129,-2.2771589756011963,34286.46875,0.984375,2.886124849319458,2641093.0,-139685.25,0.9990234375,1.0247506280927485,0.01489024582159028,-1.0472089052200317,-1.0742281675338745,0.12349436432123184,8256
130,-0.7222546339035034,0.7222546339035034,1.0,2.604689359664917,66.38330841064453,-29461.466796875,0.9951171875,1.0234875032922277,0.014855964965129833,-0.8667149543762207,-0.8946706056594849,0.10739468038082123,8320
131,-0.6552131175994873,0.6552131175994873,1.0,2.80792236328125,59.65359878540039,-6091.59375,1.0,1.0222259354405079,0.014821763031283137,-1.252546787261963,-1.2803118228912354,0.11336787045001984,8384
132,-0.6306235194206238,0.6306235194206238,1.0,2.5331878662109375,59.8757438659668,-58.745662689208984,1.0,1.0209659226184677,0.014787639838351734,-0.902988076210022,-0.9289915561676025,0.11000102758407593,8448
133,-2.3791754245758057,57.214229583740234,0.984375,3.231412887573242,4413.12890625,-4644.0302734375,0.9990234375,1.0197074629093519,0.014753595205055465,-0.801263689994812,-0.8281890153884888,0.11259922385215759,8512
134,-0.5765707492828369,0.5765707492828369,1.0,2.66756010055542,54.67698669433594,-20.00812530517578,0.9990234375,1.018450554398767,0.014719628950531534,-0.5536519289016724,-0.5778480172157288,0.11832280457019806,8576
