episode,reward,cost,feasible,latency_s,ppl_hat,candidate_reward,candidate_feasible,temperature,entropy_coef,hard_batch_fraction,state_weight_mean,state_weight_max,policy_loss,loss,replay_loss,buffer
1,-0.27909424901008606,0.27909424901008606,1.0,9.16998291015625,10.851957321166992,-0.384634405374527,0.9973958134651184,1.2,0.02,0.0,1.0,1.0,-1.8842920064926147,-1.9751086235046387,0.06264644116163254,2761
2,-0.27685678005218506,0.27685678005218506,1.0,9.095776557922363,10.851654052734375,-0.339118629693985,1.0,1.1981508974408706,0.01994244629676505,0.0,1.0,1.0,-2.474165916442871,-2.5494515895843506,0.07280800491571426,2825
3,-0.24876663088798523,0.24876663088798523,1.0,8.269393920898438,10.763046264648438,-0.340533584356308,0.9947916865348816,1.1963046441986362,0.0198850582149679,0.0,1.0,1.0,-1.3856821060180664,-1.4549331665039062,0.07851414382457733,2889
4,-0.2618831694126129,0.2618831694126129,1.0,8.668285369873047,10.793932914733887,-0.31939706206321716,1.0,1.1944612358827313,0.019827835278002203,0.0,1.0,1.0,-3.3691959381103516,-3.4299488067626953,0.09295215457677841,2953
5,-0.2942793369293213,0.2942793369293213,1.0,9.71245002746582,10.82270622253418,-0.37694278359413147,0.9934895634651184,1.192620668109355,0.01977077701063312,0.0,1.0,1.0,-1.123004674911499,-1.195359230041504,0.09355351328849792,3017
6,-0.3003314733505249,0.3003314733505249,1.0,9.84688949584961,10.876938819885254,-0.3778797686100006,0.9934895634651184,1.1907829365014617,0.019713882938993402,0.0,1.0,1.0,-2.5501415729522705,-2.6336443424224854,0.1021558940410614,3081
7,-0.28548771142959595,0.28548771142959595,1.0,9.426485061645508,10.816994667053223,-0.3574444353580475,1.0,1.1889480366887515,0.019657152590579433,0.0,1.0,1.0,-3.042056083679199,-3.101364850997925,0.12972211837768555,3145
8,-0.28987061977386475,0.28987061977386475,1.0,9.579243659973145,10.811625480651855,-0.3812030851840973,1.0,1.1871159643076572,0.019600585494247317,0.0,1.0,1.0,-1.1855411529541016,-1.2470588684082031,0.12955981492996216,3209
9,-0.2915726602077484,0.2915726602077484,1.0,9.607100486755371,10.834896087646484,-0.4177478849887848,0.98828125,1.1852867150013366,0.019544181180208956,0.0,1.0,1.0,-2.0476605892181396,-2.1173698902130127,0.12106535583734512,3273
10,-0.2950388193130493,0.2950388193130493,1.0,9.795686721801758,10.776032447814941,-0.3785218298435211,0.9973958134651184,1.183460284419661,0.019487939180028162,0.0,1.0,1.0,-2.3851444721221924,-2.470527410507202,0.13049954175949097,3337
11,-0.2868751883506775,0.2868751883506775,1.0,9.390213966369629,10.883491516113281,-0.5831114649772644,0.9296875,1.1816366682192039,0.019431859026616757,0.0,1.0,1.0,-0.019723594188690186,-0.08699599653482437,0.12844640016555786,3401
12,-0.27019327878952026,0.27019327878952026,1.0,8.963741302490234,10.779062271118164,-0.372825026512146,0.9921875,1.1798158620632326,0.01937594025423069,0.0,1.0,1.0,-2.2483105659484863,-2.31811785697937,0.12149390578269958,3465
