episode,reward,cost,feasible,latency_s,ppl_hat,candidate_reward,candidate_feasible,temperature,entropy_coef,hard_batch_fraction,state_weight_mean,state_weight_max,policy_loss,loss,replay_loss,buffer
1,-0.591107964515686,0.591107964515686,1.0,5.174467086791992,54.353607177734375,-1.1751315593719482,1.0,1.2,0.02,0.75,15.759162902832031,24.0,-1.7585387229919434,-1.7966325283050537,0.5771510004997253,3200
2,-0.5976827144622803,0.5976827144622803,1.0,4.951114177703857,59.66427993774414,-1.040948510169983,0.9990234375,1.1975341356475036,0.01992326660654911,0.75,13.212625503540039,24.0,-1.6184794902801514,-1.63746178150177,0.3990832567214966,3840
3,-0.4326746165752411,0.4326746165752411,1.0,4.912475109100342,35.436363220214844,-1.0137908458709717,0.999755859375,1.1950733383675112,0.019846827613781745,0.75,13.742109298706055,24.0,-1.6945452690124512,-1.719325065612793,0.30697283148765564,4480
4,-0.5032801032066345,0.5032801032066345,1.0,5.166850566864014,51.627132415771484,-1.2660086154937744,1.0,1.1926175977477618,0.019770681892179728,0.75,11.78448486328125,24.0,-1.5771455764770508,-1.6100163459777832,0.2294882833957672,5120
5,-0.5457606315612793,0.5457606315612793,1.0,5.0903096199035645,57.63226318359375,-1.1096851825714111,1.0,1.19016690339739,0.01969482831655848,0.75,12.838101387023926,24.0,-1.9377288818359375,-1.9647902250289917,0.2026127427816391,5760
6,-0.5470063090324402,0.5470063090324402,1.0,5.026673316955566,60.18254470825195,-1.0838804244995117,1.0,1.1877212449468828,0.019619265766050366,0.75,15.8554048538208,24.0,-2.3612773418426514,-2.3930118083953857,0.190975159406662,6400
7,-3.612861156463623,0.6754858493804932,0.96875,6.39469051361084,43680.93359375,-1.0282076597213745,0.9998779296875,1.185280612048035,0.01954399312408817,0.75,14.11959171295166,24.0,-2.1806533336639404,-2.2215476036071777,0.1624094545841217,7040
8,-0.5252665281295776,0.5252665281295776,1.0,5.0013532638549805,52.46622848510742,-1.0909602642059326,0.993896484375,1.1828449943739063,0.01946900927838856,0.75,13.6239013671875,24.0,-2.6357665061950684,-2.6775033473968506,0.14102908968925476,7680
9,-0.460977166891098,0.460977166891098,1.0,4.612632751464844,42.08979415893555,-0.9480923414230347,0.9996337890625,1.1804143816187769,0.019394313120935678,0.75,11.375597953796387,24.0,-2.092747211456299,-2.1350491046905518,0.17268222570419312,8320
10,-0.6406397223472595,0.6406397223472595,1.0,5.144796371459961,64.68099975585938,-1.2444571256637573,0.9996337890625,1.1779887634981037,0.019319903547964753,0.75,13.201261520385742,24.0,-2.567237138748169,-2.6040358543395996,0.15786653757095337,8960
