episode,reward,cost,feasible,latency_s,ppl_hat,candidate_reward,candidate_feasible,temperature,entropy_coef,hard_batch_fraction,state_weight_mean,state_weight_max,policy_loss,loss,replay_loss,buffer
1,-0.1943831890821457,0.1943831890821457,1.0,4.644927501678467,14.093286514282227,-22.94901466369629,1.0,1.2,0.02,0.5,1.9091370105743408,5.955556869506836,0.4954935908317566,0.4151204228401184,0.1680990606546402,704
2,-0.24887433648109436,0.24887433648109436,1.0,4.76419734954834,15.670157432556152,-35.10475540161133,1.0,1.198520859886228,0.019953955284726408,0.5,2.878175973892212,5.955556869506836,-0.27537423372268677,-0.33482685685157776,0.18814609944820404,1344
3,-0.2795811891555786,0.2795811891555786,1.0,4.719193935394287,16.663021087646484,-218.3062744140625,0.998291015625,1.1970435429853528,0.019908016575243045,0.5,2.2853102684020996,5.955556869506836,0.254329651594162,0.21226194500923157,0.14156369864940643,1984
4,-0.1897299885749817,0.1897299885749817,1.0,4.821918964385986,13.78471565246582,-132.7649688720703,0.988525390625,1.1955680470500516,0.019862183627499592,0.5,2.004107713699341,5.955556869506836,-0.08340367674827576,-0.1410513073205948,0.11790246516466141,2624
5,-0.1646338701248169,0.1646338701248169,1.0,4.413110733032227,13.387289047241211,-808.8731689453125,0.9881591796875,1.194094369835772,0.01981645619800759,0.5,1.8405452966690063,5.955556869506836,-0.5281372666358948,-0.5871009826660156,0.10197527706623077,3264
6,-0.18927255272865295,0.18927255272865295,1.0,4.592203140258789,13.983989715576172,-7.089269161224365,0.99853515625,1.1926225091007274,0.01977083404383915,0.5,2.143312454223633,5.955556869506836,-0.5885924100875854,-0.6462856531143188,0.11033068597316742,3904
7,-0.208135187625885,0.208135187625885,1.0,4.642253875732422,14.521695137023926,-9.215585708618164,0.99951171875,1.1911524626058956,0.019725316922625646,0.5,2.5232462882995605,5.955556869506836,-0.31426528096199036,-0.35307252407073975,0.10870534926652908,4544
8,-0.23961633443832397,0.23961633443832397,1.0,4.674006938934326,15.467220306396484,-89.6151351928711,1.0,1.1896842281150133,0.01967990459255646,0.5,2.653857707977295,5.955556869506836,-0.18144866824150085,-0.2175389528274536,0.1243172436952591,5184
9,-0.19962091743946075,0.19962091743946075,1.0,4.709315299987793,14.195682525634766,-9.375494003295898,1.0,1.1882178033945743,0.019634596812377673,0.5,1.815172553062439,5.955556869506836,-0.17110326886177063,-0.21452468633651733,0.11281439661979675,5824
10,-0.2380848526954651,0.2380848526954651,1.0,4.571515083312988,15.515020370483398,-118.67031860351562,0.9990234375,1.1867531862138252,0.019589393341390787,0.5,2.2738537788391113,5.955556869506836,0.24672161042690277,0.19908194243907928,0.09659771621227264,6464
