layer,gamma,r2,rmse_log_ratio,drop_rate,ppl_mean,ppl_std
12,5.093836777692479,0.9922913865760071,0.007463047008906326,0.05,16.129969862869622,0.019786459110086124
13,5.3626472313984594,0.9967300417268116,0.004962822202259719,0.0,12.388739769105376,0.0
13,5.3626472313984594,0.9967300417268116,0.004962822202259719,0.005,12.672683637147296,0.06306773388306734
13,5.3626472313984594,0.9967300417268116,0.004962822202259719,0.01,12.995833648638923,0.0487291679355685
13,5.3626472313984594,0.9967300417268116,0.004962822202259719,0.02,13.867524511201026,0.13540197492260045
13,5.3626472313984594,0.9967300417268116,0.004962822202259719,0.03,14.627924522742878,0.2258853738276625
13,5.3626472313984594,0.9967300417268116,0.004962822202259719,0.05,16.137249163618645,0.3916398501965206
14,5.103237491933654,0.9966216437452975,0.004865589752974385,0.0,12.388739769105376,0.0
14,5.103237491933654,0.9966216437452975,0.004865589752974385,0.005,12.681309269790118,0.02945156117191647
14,5.103237491933654,0.9966216437452975,0.004865589752974385,0.01,12.955068279786474,0.15225276646020874
14,5.103237491933654,0.9966216437452975,0.004865589752974385,0.02,13.783576862014472,0.08547328844894865
14,5.103237491933654,0.9966216437452975,0.004865589752974385,0.03,14.346957190232535,0.11476494170372878
14,5.103237491933654,0.9966216437452975,0.004865589752974385,0.05,16.044920288386738,0.28037892670452674
15,4.896571236634356,0.9916541781923832,0.007345584604805114,0.0,12.388739769105376,0.0
15,4.896571236634356,0.9916541781923832,0.007345584604805114,0.005,12.75343072901643,0.08350883075471217
15,4.896571236634356,0.9916541781923832,0.007345584604805114,0.01,12.99917166782121,0.10378821980310954
15,4.896571236634356,0.9916541781923832,0.007345584604805114,0.02,13.47679487772781,0.11585298003171883
15,4.896571236634356,0.9916541781923832,0.007345584604805114,0.03,14.304942216341848,0.24819032900164684
15,4.896571236634356,0.9916541781923832,0.007345584604805114,0.05,15.937666255745802,0.2605372902545215
16,5.117007547145381,0.9959669492550157,0.005343539569643253,0.0,12.388739769105376,0.0
16,5.117007547145381,0.9959669492550157,0.005343539569643253,0.005,12.651773379975053,0.04145112885522964
16,5.117007547145381,0.9959669492550157,0.005343539569643253,0.01,13.03833794397643,0.10316946821300359
16,5.117007547145381,0.9959669492550157,0.005343539569643253,0.02,13.734575431346153,0.01770459236883235
16,5.117007547145381,0.9959669492550157,0.005343539569643253,0.03,14.309546078520247,0.03167104480762649
16,5.117007547145381,0.9959669492550157,0.005343539569643253,0.05,16.09351177541386,0.2065391622075866
