episode,reward,cost,feasible,latency_s,ppl_hat,candidate_reward,candidate_feasible,temperature,entropy_coef,hard_batch_fraction,state_weight_mean,state_weight_max,policy_loss,loss,replay_loss,buffer
1,-0.14514216780662537,0.14514216780662537,1.0,4.371700286865234,12.822071075439453,-40.44190216064453,0.9990234375,1.2,0.02,0.0,1.0,1.0,0.4688115119934082,0.39681118726730347,0.0916675329208374,2794
2,-0.24906116724014282,0.24906116724014282,1.0,4.858410358428955,15.58840560913086,-71.24082946777344,0.9993896484375,1.199260571870983,0.019976975893302353,0.0,1.0,1.0,0.38426434993743896,0.3245716094970703,0.11553901433944702,3434
3,-0.1702689230442047,0.1702689230442047,1.0,4.447580337524414,13.529788970947266,-36.91929626464844,1.0,1.1985215993702643,0.01995397829207917,0.0,1.0,1.0,0.2635088264942169,0.20301267504692078,0.11659593880176544,4074
4,-0.17991775274276733,0.17991775274276733,1.0,4.554056644439697,13.729698181152344,-77.19227600097656,1.0,1.1977830822170903,0.0199310071658172,0.0,1.0,1.0,0.3388376533985138,0.27548670768737793,0.12747830152511597,4714
5,-0.2220458686351776,0.2220458686351776,1.0,4.6211042404174805,14.972186088562012,-218.45201110839844,1.0,1.1970450201308802,0.019908062484038338,0.0,1.0,1.0,0.3426554501056671,0.2808971405029297,0.12286120653152466,5354
6,-0.20145605504512787,0.20145605504512787,1.0,4.677391052246094,14.282181739807129,-59.19944381713867,0.9996337890625,1.1963074128312265,0.01988514421629954,0.0,1.0,1.0,0.4769258201122284,0.4072774648666382,0.13024398684501648,5994
7,-0.1945083737373352,0.1945083737373352,1.0,4.699525833129883,14.046433448791504,-125.37060546875,0.9998779296875,1.1955702600378941,0.019862252332192833,0.0,1.0,1.0,0.5292550325393677,0.45421379804611206,0.12961265444755554,6634
8,-0.16541767120361328,0.16541767120361328,1.0,4.778522491455078,13.072040557861328,-65.84530639648438,1.0,1.1948335614708205,0.019839386801345234,0.0,1.0,1.0,0.5926584005355835,0.5193833112716675,0.1401195079088211,7274
9,-0.1774638593196869,0.1774638593196869,1.0,4.46233606338501,13.738919258117676,-43.747039794921875,1.0,1.1940973168501163,0.01981654759341873,0.0,1.0,1.0,0.49267035722732544,0.4231277406215668,0.14644648134708405,7914
10,-0.16217021644115448,0.16217021644115448,1.0,4.6128249168396,13.125419616699219,-268.2733459472656,0.999755859375,1.1933615258960641,0.01979373467811024,0.0,1.0,1.0,0.5522565841674805,0.47354692220687866,0.1446039378643036,8554
11,-0.1547667384147644,0.1547667384147644,1.0,4.500772476196289,13.000234603881836,-104.35044860839844,1.0,1.192626188329119,0.019770948025151554,0.0,1.0,1.0,0.23463314771652222,0.1554248332977295,0.14688479900360107,9194
12,-0.17895689606666565,0.17895689606666565,1.0,4.614047050476074,13.644198417663574,-102.9715805053711,1.0,1.1918913038699082,0.019748187604309318,0.0,1.0,1.0,0.87339186668396,0.7837626934051514,0.14905878901481628,9834
13,-0.20761454105377197,0.20761454105377197,1.0,4.973579406738281,14.197717666625977,-160.4375,1.0,1.1911568722392314,0.019725453385384978,0.0,1.0,1.0,0.6135270595550537,0.5328284502029419,0.14089486002922058,10474
14,-0.21853768825531006,0.21853768825531006,1.0,4.598150730133057,14.884859085083008,-483.8595886230469,0.9952392578125,1.19042289315806,0.019702745338214752,0.0,1.0,1.0,0.7203143239021301,0.6408708095550537,0.1438351273536682,11114
15,-0.19876277446746826,0.19876277446746826,1.0,4.745623588562012,14.135368347167969,-323.90771484375,1.0,1.1896893663475376,0.01968006343266957,0.0,1.0,1.0,0.6145570278167725,0.5291380882263184,0.15632829070091248,11754
