sweep,value,label,method,states,reward_mean,feasible_mean,latency_mean,ppl_mean,energy_mean,max_energy_ratio_mean,runtime_mean
energy_scale,1.0,1,block_beam_strong,24,-0.30096894214737485,1.0,2.4913586316294696,34.80467785583139,669.1119166144264,0.1464450717901943,0.4148426916896521
energy_scale,1.0,1,block_lns_strong,24,-0.2897752702291528,1.0,2.3826580151283694,34.77975017422431,639.2693155214391,0.13937520299524703,0.08672017499338835
energy_scale,1.0,1,hybrid_heuristic,24,-0.2897752702291528,1.0,2.3826580151283694,34.77975017422431,639.2693155214391,0.13937520299524703,0.01596679166929486
energy_scale,1.15,1.15,autoreg_rl_pure,24,-0.28718431365115715,1.0,2.3639104504181674,34.72458131837245,634.0974025881619,0.12015538413355355,0.1345079624928379
energy_scale,1.15,1.15,block_beam_strong,24,-0.30096894214737485,1.0,2.4913586316294696,34.80467785583139,669.1119166144264,0.1273435406871255,0.4129175125272013
energy_scale,1.15,1.15,block_lns_strong,24,-0.2897752702291528,1.0,2.3826580151283694,34.77975017422431,639.2693155214391,0.12119582869151917,0.0883030749973841
energy_scale,1.15,1.15,hybrid_heuristic,24,-0.2897752702291528,1.0,2.3826580151283694,34.77975017422431,639.2693155214391,0.12119582869151917,0.016619437548797578
energy_scale,1.3,1.3,autoreg_rl_pure,24,-0.28718431365115715,1.0,2.3639104504181674,34.72458131837245,634.0974025881619,0.10629130134891275,0.14035502497184402
energy_scale,1.3,1.3,block_beam_strong,24,-0.30096894214737485,1.0,2.4913586316294696,34.80467785583139,669.1119166144264,0.11265005522322641,0.40709129166983377
energy_scale,1.3,1.3,block_lns_strong,24,-0.2897752702291528,1.0,2.3826580151283694,34.77975017422431,639.2693155214391,0.10721169461172848,0.0816558916606785
energy_scale,1.3,1.3,hybrid_heuristic,24,-0.2897752702291528,1.0,2.3826580151283694,34.77975017422431,639.2693155214391,0.10721169461172848,0.015459591678033272
